5 2
6 18
7 129
8 570
9 1360
10 2150
11 2691
12 2703
13 2390
14 1798
15 1287
16 834
17 570
18 346
19 175
20 93
21 65
22 33
23 23
24 16
25 4
26 4
27 2
28 2
29 2
30 1
